ID,log2 fold change,Average Expression,moderated t-statistic,nominal p-value,Benjamini-Hochberg adjusted p-value,Gene Symbol,Gene Title,Chromosomal Location,Alignments
227304_at,-0.146,7.328,-5.900,5.63E-08,1.11E-05,SMCR8,"Smith-Magenis syndrome chromosome region, candidate 8",chr17p11.2,chr17:18230367-18231369 (+) // 95.69 // p11.2
213225_at,-0.172,8.080,-5.890,5.91E-08,1.15E-05,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent, 1B",chr2p21,chr2:44396043-44458611 (+) // 88.38 // p21
208723_at,0.171,8.410,5.880,6.16E-08,1.19E-05,USP11,ubiquitin specific peptidase 11,chrXp11.23,chrX:47092438-47107350 (+) // 96.55 // p11.23
218513_at,-0.237,7.105,-5.872,6.40E-08,1.23E-05,C4orf43,chromosome 4 open reading frame 43,chr4q32.2,chr4:164415841-164441690 (+) // 98.34 // q32.2
217969_at,0.125,8.810,5.861,6.72E-08,1.28E-05,C11orf2,chromosome 11 open reading frame 2,chr11q13,chr11:64863682-64879180 (+) // 98.59 // q13.1
211077_s_at,-0.249,6.432,-5.803,8.65E-08,1.63E-05,TLK1,tousled-like kinase 1,chr2q31.1,chr2:171854269-171863137 (-) // 92.65 // q31.1
216032_s_at,0.149,8.672,5.776,9.75E-08,1.83E-05,ERGIC3,ERGIC and golgi 3,chr20pter-q12,chr20:34129857-34145404 (+) // 95.93 // q11.22
217403_s_at,-0.148,6.683,-5.765,1.02E-07,1.89E-05,ZNF227,zinc finger protein 227,---,chr19:44732598-44740983 (+) // 100.0 // q13.31
240044_x_at,-0.246,4.773,-5.764,1.03E-07,1.89E-05,TNRC6B,Trinucleotide repeat containing 6B,chr22q13.1,chr22:40731193-40731493 (-) // 96.77 // q13.1
216962_at,-0.215,5.282,-5.758,1.06E-07,1.93E-05,RPAIN,RPA interacting protein,chr17p13.2,chr17:5336100-5342381 (+) // 86.37 // p13.2
226400_at,-0.130,9.694,-5.753,1.08E-07,1.95E-05,LOC100505937,hypothetical LOC100505937,---,chr4:22728044-22728738 (+) // 83.33 // p15.2 /// chr1:22418288-22418978 (-) // 91.8 // p36.12
211260_at,0.199,4.263,5.752,1.08E-07,1.95E-05,BMP7,bone morphogenetic protein 7,chr20q13,chr20:55748052-55841685 (-) // 88.49 // q13.31
231995_at,-0.144,7.060,-5.750,1.09E-07,1.95E-05,C9orf82,chromosome 9 open reading frame 82,chr9p21.2,chr9:26840684-26892659 (-) // 93.92 // p21.2
202653_s_at,-0.125,9.496,-5.744,1.12E-07,1.99E-05,07.mars,membrane-associated ring finger (C3HC4) 7,chr2q24.2,chr2:160569009-160625084 (+) // 96.39 // q24.2
203991_s_at,-0.195,6.607,-5.741,1.14E-07,2.00E-05,KDM6A,lysine (K)-specific demethylase 6A,chrXp11.2,chrX:44732780-44971843 (+) // 97.36 // p11.3
230760_at,-0.242,5.506,-5.739,1.15E-07,2.01E-05,ZFY,"zinc finger protein, Y-linked",chrYp11.3,chrY:2850032-2850526 (+) // 92.93 // p11.31
201598_s_at,0.134,6.040,5.729,1.20E-07,2.08E-05,INPPL1,inositol polyphosphate phosphatase-like 1,chr11q23,chr11:71935824-71950148 (+) // 97.34 // q13.4
219178_at,-0.135,7.474,-5.692,1.41E-07,2.43E-05,QTRTD1,queuine tRNA-ribosyltransferase domain containing 1,chr3q13.31,chr3:113775691-113807191 (+) // 77.87 // q13.31
203347_s_at,-0.166,7.610,-5.686,1.45E-07,2.47E-05,MTF2,metal response element binding transcription factor 2,chr1p22.1,chr1:93544842-93603123 (+) // 96.64 // p22.1
217547_x_at,-0.159,5.857,-5.675,1.51E-07,2.57E-05,ZNF675,zinc finger protein 675,chr19p12,chr19:23836812-23869996 (-) // 97.9 // p12
235607_at,-0.271,5.653,-5.668,1.56E-07,2.63E-05,---,---,---,chr4:83295587-83296200 (+) // 98.7 // q21.22
235088_at,-0.198,8.310,-5.658,1.63E-07,2.73E-05,C4orf46,chromosome 4 open reading frame 46,chr4q32.1,chr4:159589368-159593005 (-) // 90.27 // q32.1
233230_s_at,-0.193,4.141,-5.655,1.65E-07,2.75E-05,SLAIN2,"SLAIN motif family, member 2",chr4p11,chr4:48384792-48425565 (+) // 69.23 // p11
203566_s_at,-0.120,8.816,-5.652,1.68E-07,2.77E-05,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",chr1p21,chr1:100326765-100389576 (+) // 96.77 // p21.2
226511_at,-0.169,6.553,-5.646,1.72E-07,2.82E-05,DCAF10,DDB1 and CUL4 associated factor 10,chr9p13.2,chr9:37864755-37867293 (+) // 75.24 // p13.2
226630_at,-0.136,8.137,-5.636,1.79E-07,2.92E-05,C14orf106,chromosome 14 open reading frame 106,chr14q21.2,chr14:45672397-45705081 (-) // 98.07 // q21.2
229123_at,-0.172,7.383,-5.632,1.83E-07,2.95E-05,---,---,---,chr19:44613451-44614037 (+) // 98.15 // q13.31
240429_at,-0.177,3.241,-5.623,1.90E-07,3.05E-05,ZNF546,zinc finger protein 546,chr19q13.2,chr19:40522176-40522923 (+) // 15.51 // q13.2
208924_at,-0.140,9.040,-5.621,1.92E-07,3.06E-05,RNF11,ring finger protein 11,chr1p32,chr1:51702301-51738778 (+) // 99.92 // p32.3
217941_s_at,-0.125,10.318,-5.618,1.94E-07,3.08E-05,ERBB2IP,erbb2 interacting protein,chr5q12.3,chr5:65222383-65376342 (+) // 98.85 // q12.3
238711_s_at,-0.153,7.220,-5.615,1.97E-07,3.10E-05,ZNF148,zinc finger protein 148,chr3q21,chr3:124946057-124946687 (-) // 98.13 // q21.2
223590_at,-0.135,7.383,-5.611,2.00E-07,3.13E-05,ZNF700,zinc finger protein 700,chr19p13.2,chr19:12035899-12061577 (+) // 99.31 // p13.2
221782_at,-0.170,8.572,-5.608,2.02E-07,3.14E-05,DNAJC10,"DnaJ (Hsp40) homolog, subfamily C, member 10",chr2q32.1,chr2:183604842-183643836 (+) // 91.85 // q32.1
228744_at,-0.255,6.729,-5.593,2.17E-07,3.34E-05,HAUS2,"HAUS augmin-like complex, subunit 2",chr15q15.2,chr15:42861753-42862192 (+) // 56.89 // q15.2
227428_at,-0.124,8.776,-5.584,2.25E-07,3.42E-05,GABPA,"GA binding protein transcription factor, alpha subunit 60kDa",chr21q21-q22.1|21q21.3,chr21:27143852-27144771 (+) // 97.35 // q21.3 /// chr7:63357353-63358297 (+) // 91.53 // q11.21
242696_at,0.368,5.043,5.584,2.25E-07,3.42E-05,---,---,---,chr7:44436546-44436979 (-) // 57.14 // p13
225517_at,-0.133,9.132,-5.556,2.54E-07,3.84E-05,ZNF770,zinc finger protein 770,chr15q14,chrX:102344777-102347290 (+) // 75.35 // q22.1 /// chr15:35270543-35272686 (-) // 83.63 // q14
236283_x_at,-0.221,6.918,-5.553,2.57E-07,3.85E-05,LOC646214,p21 protein (Cdc42/Rac)-activated kinase 2 pseudogene,chr15q11.2,chr15:21932514-21932903 (-) // 97.49 // q11.2
235585_at,-0.232,4.239,-5.552,2.58E-07,3.85E-05,LOC100510542,hypothetical LOC100510542,---,chr1:93833287-93834215 (+) // 69.48 // p22.1
216652_s_at,-0.128,7.374,-5.550,2.60E-07,3.85E-05,DR1,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)",chr1p22.1,chr1:93820531-93826490 (+) // 75.32 // p22.1
214182_at,-0.179,8.416,-5.550,2.61E-07,3.85E-05,---,---,---,chr14:50361163-50361671 (-) // 91.57 // q21.3
214257_s_at,-0.142,9.412,-5.543,2.68E-07,3.93E-05,SEC22B,SEC22 vesicle trafficking protein homolog B (S. cerevisiae) (gene/pseudogene),chr1q21.1,chr1:145116336-145116919 (-) // 97.47 // q21.1
207753_at,-0.148,6.660,-5.538,2.74E-07,3.99E-05,ZNF304,zinc finger protein 304,chr19q13.4,chr19:57862674-57871041 (+) // 89.04 // q13.43
231038_s_at,-0.263,5.075,-5.536,2.77E-07,4.00E-05,---,---,---,chr17:56408250-56408334 (+) // 48.26 // q22
201701_s_at,-0.216,7.533,-5.530,2.84E-07,4.05E-05,PGRMC2,progesterone receptor membrane component 2,chr4q26,chr4:129191298-129208948 (-) // 88.63 // q28.2
220760_x_at,-0.232,5.803,-5.529,2.85E-07,4.05E-05,ZNF665,zinc finger protein 665,chr19q13.42,chr19:53667407-53669603 (-) // 81.41 // q13.42
212373_at,-0.137,7.385,-5.528,2.86E-07,4.05E-05,FEM1B,fem-1 homolog b (C. elegans),chr15q22,chr15:68570755-68588202 (+) // 97.03 // q23
224877_s_at,0.219,7.186,5.528,2.87E-07,4.05E-05,MRPS5,mitochondrial ribosomal protein S5,chr2p11.2-q11.2,chr2:95752262-95787746 (-) // 79.26 // q11.1
225889_at,-0.128,9.035,-5.526,2.89E-07,4.06E-05,AEBP2,AE binding protein 2,chr12p12.3,chr12:19615451-19673707 (+) // 93.21 // p12.3
239346_at,-0.172,8.561,-5.514,3.05E-07,4.26E-05,---,---,---,chr12:124146680-124147151 (+) // 80.78 // q24.31
209027_s_at,-0.157,9.904,-5.512,3.07E-07,4.26E-05,ABI1,abl-interactor 1,chr10p11.2,chr10:27035797-27149919 (-) // 98.29 // p12.1
235517_at,-0.172,4.100,-5.509,3.11E-07,4.28E-05,PACRGL,PARK2 co-regulated-like,chr4p15.31,chr4:20729417-20730262 (+) // 67.3 // p15.31
1555824_a_at,0.135,3.849,5.508,3.12E-07,4.28E-05,PACS2,phosphofurin acidic cluster sorting protein 2,chr14q32.33,chr14:105861691-105864484 (+) // 83.36 // q32.33
239143_x_at,-0.173,7.460,-5.502,3.20E-07,4.36E-05,RNF138,ring finger protein 138,chr18q12.1,chr18:29710946-29711523 (+) // 96.8 // q12.1
210705_s_at,-0.194,8.493,-5.499,3.25E-07,4.39E-05,TRIM5,tripartite motif-containing 5,chr11p15,chr11:5684792-5701462 (-) // 65.91 // p15.4
1555653_at,0.179,11.937,5.498,3.26E-07,4.39E-05,HNRNPA3 /// HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 /// heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,chr10q11.21 /// chr2q31.2,chr2:178077510-178081245 (+) // 61.45 // q31.2 /// chr3:75263683-75264268 (+) // 61.34 // p12.3 /// chr10:44285267-44285852 (-) // 59.35 // q11.21 /// chr12:52106822-52107396 (-) // 57.46 // q13.13
217854_s_at,0.127,8.864,5.490,3.38E-07,4.53E-05,POLR2E,"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa",chr19p13.3,chr19:1088162-1095336 (-) // 96.49 // p13.3
203992_s_at,-0.120,7.624,-5.472,3.64E-07,4.86E-05,KDM6A,lysine (K)-specific demethylase 6A,chrXp11.2,chrX:44732780-44971270 (+) // 98.5 // p11.3
222679_s_at,-0.160,6.299,-5.468,3.71E-07,4.92E-05,DCUN1D1,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",chr3q26.3,chr3:182660148-182683542 (-) // 92.14 // q26.33
222851_at,-0.174,7.230,-5.464,3.77E-07,4.97E-05,ZNF654,zinc finger protein 654,chr3p11.1,chr3:88187961-88192903 (+) // 97.66 // p11.1
225984_at,-0.185,8.060,-5.462,3.80E-07,4.98E-05,PRKAA1,"protein kinase, AMP-activated, alpha 1 catalytic subunit",chr5p12,chr5:40759487-40761653 (-) // 83.23 // p13.1
202666_s_at,-0.177,9.031,-5.451,3.98E-07,5.19E-05,ACTL6A,actin-like 6A,chr3q26.33,chr3:179280744-179306194 (+) // 98.64 // q26.33
202663_at,-0.180,8.621,-5.448,4.04E-07,5.21E-05,WIPF1,"WAS/WASL interacting protein family, member 1",chr2q31.1,chr2:175424301-175499309 (-) // 89.82 // q31.1
206782_s_at,0.186,5.984,5.448,4.04E-07,5.21E-05,DNAJC4,"DnaJ (Hsp40) homolog, subfamily C, member 4",chr11q13,chr11:63999087-64000514 (+) // 96.46 // q13.1
218667_at,0.155,6.774,5.446,4.06E-07,5.21E-05,PJA1,praja ring finger 1,chrXq13.1,chrX:68380704-68382239 (-) // 99.87 // q13.1
235620_x_at,-0.233,5.412,-5.430,4.36E-07,5.56E-05,ZMYM5,"zinc finger, MYM-type 5",chr13q12,chr13:20393059-20398194 (-) // 46.42 // q12.11
1554628_at,-0.190,6.160,-5.429,4.38E-07,5.56E-05,ZNF57,zinc finger protein 57,chr19p13.3,chr19:2900943-2918472 (+) // 98.93 // p13.3
236665_at,0.426,4.711,5.427,4.41E-07,5.57E-05,CCDC18,coiled-coil domain containing 18,chr1p22.1,chr1:93646315-93672689 (+) // 99.65 // p22.1
1559501_at,-0.164,3.903,-5.426,4.44E-07,5.58E-05,---,---,---,chr2:32092890-32143050 (+) // 42.71 // p23.1 /// chr21:37503167-37528606 (-) // 79.74 // q22.12
208670_s_at,0.169,8.831,5.420,4.55E-07,5.69E-05,EID1,EP300 interacting inhibitor of differentiation 1,chr15q21.1,chr15:49170481-49171118 (+) // 98.3 // q21.1
211698_at,-0.137,9.217,-5.417,4.61E-07,5.73E-05,EID1,EP300 interacting inhibitor of differentiation 1,chr15q21.1,chr15:49170319-49172001 (+) // 91.16 // q21.1
231215_at,-0.149,4.474,-5.410,4.75E-07,5.86E-05,---,---,---,chr19:37979097-37979553 (+) // 27.93 // q13.12
204554_at,-0.174,6.211,-5.409,4.77E-07,5.86E-05,PPP1R3D,"protein phosphatase 1, regulatory (inhibitor) subunit 3D",chr20q13.3,chr20:58511887-58515327 (-) // 98.26 // q13.33
243553_x_at,-0.184,3.825,-5.405,4.84E-07,5.89E-05,LOC643749,hypothetical LOC643749,chr6q21,chr6:111899043-111899383 (+) // 28.04 // q21
227040_at,-0.156,8.066,-5.405,4.84E-07,5.89E-05,NHLRC3,NHL repeat containing 3,chr13q13.3,chr13:39623034-39624246 (+) // 90.61 // q13.3
244743_x_at,-0.234,7.024,-5.400,4.96E-07,6.01E-05,ZNF138,zinc finger protein 138,chr7q11.21,chr7:64293188-64294059 (+) // 80.31 // q11.21
244551_at,-0.231,3.524,-5.388,5.20E-07,6.27E-05,---,---,---,chr7:63816350-63817011 (+) // 84.23 // q11.21
239007_at,-0.170,3.644,-5.387,5.23E-07,6.27E-05,ZNF616,zinc finger protein 616,chr19q13.41,chr19:52616203-52617115 (-) // 40.17 // q13.41
224893_at,-0.121,9.785,-5.373,5.55E-07,6.59E-05,ATL3,atlastin GTPase 3,chr11q13.1,chr11:63391554-63393525 (-) // 74.68 // q12.3
1558173_a_at,0.557,4.468,5.373,5.56E-07,6.59E-05,LUZP1,leucine zipper protein 1,chr1p36,chr1:23419935-23504301 (-) // 93.72 // p36.12
226278_at,-0.178,8.514,-5.372,5.58E-07,6.59E-05,SVIP,small VCP/p97-interacting protein,chr11p14.2,chr11:22843496-22851381 (-) // 99.73 // p14.3
202146_at,-0.207,8.544,-5.362,5.82E-07,6.83E-05,IFRD1,interferon-related developmental regulator 1,chr7q31.1,chr7:112090514-112116247 (+) // 95.85 // q31.1
213328_at,0.334,6.551,5.360,5.87E-07,6.86E-05,NEK1,NIMA (never in mitosis gene a)-related kinase 1,chr4q33,chr4:170314429-170533733 (-) // 98.58 // q33
202818_s_at,0.379,5.913,5.352,6.08E-07,7.07E-05,TCEB3,"transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)",chr1p36.1,chr1:24069931-24086596 (+) // 99.59 // p36.11
203782_s_at,0.163,6.311,5.349,6.16E-07,7.12E-05,POLRMT,polymerase (RNA) mitochondrial (DNA directed),chr19p13.3,chr17:60214283-60218000 (-) // 94.65 // q23.2 /// chr19:617224-633531 (-) // 97.91 // p13.3
219421_at,-0.145,7.213,-5.348,6.19E-07,7.12E-05,TTC33,tetratricopeptide repeat domain 33,chr5p13.1,chr5:40714578-40756010 (-) // 97.22 // p13.1
225137_at,0.244,5.179,5.343,6.32E-07,7.24E-05,NFATC3,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",chr16q22.2,chr16:68260779-68263161 (+) // 94.88 // q22.1
201151_s_at,-0.169,9.226,-5.339,6.41E-07,7.31E-05,MBNL1,muscleblind-like (Drosophila),chr3q25,chr3:151986256-152183569 (+) // 97.93 // q25.1
203765_at,-0.148,8.549,-5.319,6.98E-07,7.92E-05,GCA,"grancalcin, EF-hand calcium binding protein",chr2q24.2,chr2:163200647-163217629 (+) // 96.55 // q24.2
211988_at,-0.145,9.948,-5.313,7.17E-07,8.09E-05,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",chr17q21.2,chr17:38783961-38804100 (-) // 94.92 // q21.2
241887_at,-0.251,4.523,-5.310,7.27E-07,8.17E-05,---,---,---,chr8:74700363-74701095 (-) // 97.08 // q21.11
219972_s_at,-0.205,7.089,-5.306,7.38E-07,8.24E-05,C14orf135,chromosome 14 open reading frame 135,chr14q23.1,chr14:60591611-60601527 (+) // 100.0 // q23.1
213409_s_at,-0.181,3.947,-5.305,7.40E-07,8.24E-05,RHEB,Ras homolog enriched in brain,chr7q36,chr7:151163797-151216658 (+) // 91.92 // q36.1 /// chr10:47396161-47397185 (-) // 91.0 // q11.22 /// chr10:46914089-46915112 (-) // 90.91 // q11.22
202901_x_at,-0.288,8.658,-5.299,7.61E-07,8.43E-05,CTSS,cathepsin S,chr1q21,chr1:150704857-150738234 (-) // 80.88 // q21.3
205288_at,-0.269,4.508,-5.289,7.93E-07,8.71E-05,CDC14A,CDC14 cell division cycle 14 homolog A (S. cerevisiae),chr1p21,chr1:100818155-100985832 (+) // 96.75 // p21.2
219001_s_at,-0.148,6.422,-5.289,7.93E-07,8.71E-05,DCAF10,DDB1 and CUL4 associated factor 10,chr9p13.2,chr9:37854815-37863322 (+) // 78.52 // p13.2
223275_at,-0.222,7.271,-5.285,8.07E-07,8.81E-05,PRMT6,protein arginine methyltransferase 6,chr1p13.3,chr1:107599445-107601652 (+) // 97.63 // p13.3
201206_s_at,0.286,7.122,5.278,8.32E-07,9.01E-05,RRBP1,ribosome binding protein 1 homolog 180kDa (dog),chr20p12,chr20:17594744-17662721 (-) // 97.3 // p12.1
235811_at,0.436,3.104,5.277,8.33E-07,9.01E-05,---,---,---,chr3:152073081-152074025 (+) // 93.29 // q25.1
200001_at,0.172,8.173,5.268,8.66E-07,9.33E-05,CAPNS1,"calpain, small subunit 1",chr19q13.12,chr19:36630916-36641255 (+) // 93.37 // q13.12
1557889_at,0.122,3.860,5.264,8.81E-07,9.45E-05,---,---,---,chr11:36217797-36219432 (+) // 73.74 // p13
205684_s_at,-0.173,7.519,-5.261,8.92E-07,9.52E-05,DENND4C,DENN/MADD domain containing 4C,chr9p22.1,chr9:19288621-19372856 (+) // 89.24 // p22.1
222094_at,0.138,3.683,5.254,9.20E-07,9.78E-05,SULT1A3 /// SULT1A4,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 /// sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4",chr16p11.2,chr16:29468627-29469538 (+) // 86.18 // p11.2 /// chr16:30207969-30208880 (+) // 86.18 // p11.2
204315_s_at,0.384,4.790,5.243,9.63E-07,1.02E-04,GTSE1,G-2 and S-phase expressed 1,chr22q13.2-q13.3,chr22:46693275-46727629 (+) // 82.69 // q13.31
239250_at,-0.311,5.819,-5.239,9.79E-07,1.03E-04,ZNF542,zinc finger protein 542,chr19q13.43,---
50277_at,0.129,8.529,5.226,1.03E-06,1.08E-04,GGA1,"golgi-associated, gamma adaptin ear containing, ARF binding protein 1",chr22q13.31,chr22:38029088-38029570 (+) // 95.63 // q13.1
210283_x_at,-0.153,9.252,-5.218,1.07E-06,1.12E-04,PAIP1,poly(A) binding protein interacting protein 1,chr5p12,chr17:18553675-18555181 (+) // 84.11 // p11.2 /// chr5:43527201-43557135 (-) // 96.59 // p12
216713_at,-0.146,8.217,-5.216,1.08E-06,1.12E-04,KRIT1,"KRIT1, ankyrin repeat containing",chr7q21.2,chr7:91829329-91835782 (-) // 35.38 // q21.2
218179_s_at,-0.141,7.760,-5.214,1.09E-06,1.12E-04,C4orf41,chromosome 4 open reading frame 41,chr4q35.1,chr4:184615080-184634740 (+) // 99.64 // q35.1
209551_at,-0.183,6.828,-5.214,1.09E-06,1.12E-04,YIPF4,"Yip1 domain family, member 4",chr2p22.3,chr2:32503030-32531641 (+) // 93.58 // p22.3
205420_at,-0.179,6.640,-5.208,1.12E-06,1.15E-04,PEX7,peroxisomal biogenesis factor 7,chr6q23.3,chr6:137143722-137235059 (+) // 97.04 // q23.3
226249_at,-0.343,6.490,-5.206,1.12E-06,1.15E-04,SNX30,sorting nexin family member 30,chr9q32,chr9:115634740-115637266 (+) // 95.33 // q32
201091_s_at,-0.140,10.431,-5.204,1.13E-06,1.15E-04,CBX3,chromobox homolog 3,chr7p15.2,chr7:26241348-26252976 (+) // 88.43 // p15.2
207608_x_at,-0.124,4.083,-5.202,1.14E-06,1.16E-04,CYP1A2,"cytochrome P450, family 1, subfamily A, polypeptide 2",chr15q24.1,chr15:75041183-75293003 (+) // 56.33 // q24.1
205355_at,-0.218,6.125,-5.194,1.18E-06,1.19E-04,ACADSB,"acyl-CoA dehydrogenase, short/branched chain",chr10q26.13,chr10:124768533-124814652 (+) // 89.56 // q26.13
234988_at,-0.167,4.140,-5.190,1.20E-06,1.21E-04,VCPIP1,valosin containing protein (p97)/p47 complex interacting protein 1,chr8q13,chr8:67542185-67544014 (-) // 98.97 // q13.1
200617_at,0.245,7.166,5.188,1.21E-06,1.21E-04,MLEC,malectin,chr12q24.31,chr12:121124971-121139661 (+) // 98.02 // q24.31
222968_at,-0.160,7.173,-5.188,1.21E-06,1.21E-04,C6orf48,chromosome 6 open reading frame 48,chr6p21.3,chr6:31802693-31807489 (-) // 89.71 // p21.33
1553725_s_at,-0.178,5.381,-5.187,1.22E-06,1.21E-04,ZNF644,zinc finger protein 644,chr1p22.2,chr1:91403041-91405677 (-) // 98.0 // p22.2
205655_at,-0.191,3.983,-5.180,1.25E-06,1.23E-04,MDM4,Mdm4 p53 binding protein homolog (mouse),chr1q32,chr1:204485565-204519355 (+) // 88.69 // q32.1
210465_s_at,-0.168,7.229,-5.179,1.26E-06,1.23E-04,SNAPC3,"small nuclear RNA activating complex, polypeptide 3, 50kDa",chr9p22.3,chr9:15422870-15460461 (+) // 89.02 // p22.3
227187_at,-0.139,8.431,-5.179,1.26E-06,1.23E-04,CBLL1,Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1,chr7q22.3,chr7:107400307-107402111 (+) // 97.08 // q31.1
1558105_a_at,-0.218,8.469,-5.178,1.26E-06,1.23E-04,---,---,---,chrX:46458902-46461896 (-) // 99.29 // p11.23
223352_s_at,-0.150,5.094,-5.175,1.28E-06,1.24E-04,C17orf80,chromosome 17 open reading frame 80,chr17q25.1,chr17:71228820-71243662 (+) // 98.16 // q25.1
223594_at,-0.208,5.654,-5.171,1.30E-06,1.26E-04,TMEM117,transmembrane protein 117,chr12q12,chr12:44229961-44783540 (+) // 99.63 // q12
229804_x_at,-0.181,8.730,-5.170,1.31E-06,1.26E-04,CBWD2,COBW domain containing 2,chr2q13,chr2:114253327-114253745 (+) // 84.69 // q13 /// chr9:70914510-70914928 (+) // 83.99 // q21.11 /// chr9:42714543-42714961 (+) // 93.74 // p12 /// chr9:121041-121459 (-) // 94.2 // p24.3 /// chr9:70432003-70432421 (-) // 93.74 // q21.11 /// chr9:69204537-69204955 (-) // 83.76 // q21.11 /// chr9:70181089-70181507 (-) // 93.5 // q21.11
201511_at,0.133,7.536,5.165,1.33E-06,1.28E-04,AAMP,"angio-associated, migratory cell protein",chr2q35,chr2:219128852-219134860 (-) // 99.77 // q35
217125_at,-0.132,4.168,-5.164,1.34E-06,1.28E-04,---,---,---,chr1:218023742-218024025 (-) // 99.65 // q41
1557867_s_at,0.128,5.062,5.162,1.35E-06,1.29E-04,C9orf117,chromosome 9 open reading frame 117,chr9q34.11,chr9:130469267-130476300 (+) // 84.5 // q34.11
207125_at,-0.152,4.606,-5.159,1.37E-06,1.30E-04,ZNF225,zinc finger protein 225,chr19q13.2,chr19:44617540-44636984 (+) // 95.13 // q13.31
212178_s_at,0.189,7.479,5.155,1.39E-06,1.31E-04,POM121 /// POM121C,POM121 membrane glycoprotein /// POM121 membrane glycoprotein C,chr7q11.2 /// chr7q11.23,chr7:72395659-72418837 (+) // 96.23 // q11.23 /// chr7:72707494-72717226 (+) // 77.06 // q11.23 /// chr7:75046065-75071993 (-) // 94.78 // q11.23
220018_at,-0.187,6.482,-5.155,1.39E-06,1.31E-04,CBLL1,Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1,chr7q22.3,chr7:107384585-107400024 (+) // 95.85 // q22.3
227796_at,-0.138,8.000,-5.138,1.49E-06,1.39E-04,ZFP62,zinc finger protein 62 homolog (mouse),chr5q35.3,chr5:180274614-180277117 (-) // 98.14 // q35.3
226341_at,-0.203,6.580,-5.138,1.49E-06,1.39E-04,---,---,---,chr8:92080145-92081464 (-) // 63.32 // q21.3
222027_at,-0.234,5.300,-5.137,1.50E-06,1.39E-04,NUCKS1,Nuclear casein kinase and cyclin-dependent kinase substrate 1,chr1q32.1,---
224635_s_at,-0.116,9.252,-5.135,1.51E-06,1.40E-04,BIRC6,baculoviral IAP repeat-containing 6,chr2p22.3,chr2:32582313-32843951 (+) // 99.05 // p22.3
1556009_at,-0.180,4.463,-5.126,1.57E-06,1.45E-04,PEX13,peroxisomal biogenesis factor 13,chr2p16.1,chr2:61274263-61276391 (+) // 85.24 // p16.1
225377_at,0.408,5.693,5.124,1.58E-06,1.45E-04,C9orf86,chromosome 9 open reading frame 86,chr9q34.3,chr9:139726789-139735600 (+) // 93.25 // q34.3
226825_s_at,0.146,9.101,5.121,1.60E-06,1.46E-04,TMEM165,transmembrane protein 165,chr4q12,chr4:56262359-56284152 (+) // 91.22 // q12
204645_at,-0.144,7.253,-5.121,1.60E-06,1.46E-04,CCNT2,cyclin T2,chr2q21.3,chr2:135676392-135714584 (+) // 96.42 // q21.3
243407_at,-0.166,3.558,-5.119,1.62E-06,1.47E-04,MFSD8,major facilitator superfamily domain containing 8,chr4q28.2,chr4:128839681-128840931 (-) // 75.51 // q28.2
201671_x_at,0.122,8.464,5.117,1.63E-06,1.47E-04,USP14,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase),chr18p11.32,chr18:158552-212601 (+) // 86.82 // p11.32
1556042_s_at,0.152,3.607,5.117,1.63E-06,1.47E-04,LOC338799,hypothetical LOC338799,chr12q24.31,chr12:122233172-122241390 (-) // 93.21 // q24.31
